Order date,Purchaser country,Event name,Event ID,Event start date,Event start time,Event timezone,Event location,Ticket quantity,Ticket tier,Ticket type,Currency,Ticket price,Guest
2022-09-15 11:13:40,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,0.0,No
2022-09-15 15:46:16,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-15 15:46:39,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-15 17:52:43,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-16 11:21:47,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-16 14:12:16,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-16 15:11:43,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-16 15:32:55,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-16 16:39:16,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-16 17:11:13,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 02:39:38,SG,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 11:58:02,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 13:14:44,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 13:53:17,MY,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 16:29:41,NL,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 17:02:49,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 17:36:17,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-18 21:48:13,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-20 18:25:51,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-21 10:15:47,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-21 14:22:16,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-22 11:55:54,DE,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-23 14:08:48,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-23 22:36:17,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry,GBP,170.0,No
2022-09-26 13:54:54,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-27 12:02:54,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-27 13:14:35,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-28 08:44:28,FR,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-09-28 11:24:32,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-10-04 10:05:30,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
2022-10-06 16:06:16,GB,Crick Bioimage Analysis Symposium 2022,374229690077.0,2022-11-21,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic,GBP,85.0,No
